StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q30,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q31,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q20,Q18,Q19,Q19_6_TEXT,Q26,Q21,Q22,Q21,Q25,Q25_17_TEXT,Q23,Q24,Q25,Q16_1,Q16_2,Q16_3
2020-10-22 13:29:52,2020-10-22 13:48:31,IP Address,71.168.208.119,100,1118,True,2020-10-22 13:48:31,R_3D58OMbv5GPa1ak,,,,,40.23809814453125,-74.78220367431640625,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,True,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,True,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,18-24 years old,Male,"White,Hispanic or Latino",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Musical theater,Country",,$100 to $250,$50 to $100,$25 to $50,-1,-2,2
2020-10-15 13:50:12,2020-10-15 13:51:58,IP Address,149.151.65.25,12,106,False,2020-10-22 13:52:14,R_1PRdP4av33w8kgJ,,,,,,,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 14:13:11,2020-10-22 14:20:49,IP Address,173.62.194.84,100,458,True,2020-10-22 14:20:49,R_3hzkcvIzdwF0os9,,,,,39.6327056884765625,-75.699798583984375,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,True,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Neutral,True,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Folk,Musical theater,Classical,Country,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50","$0,Less than $25,$25 to $50",-1,1,2
2020-10-22 14:34:11,2020-10-22 14:40:35,IP Address,71.200.104.36,100,383,True,2020-10-22 14:40:35,R_0xh9zNosAAqdohX,,,,,38.901092529296875,-77.045196533203125,anonymous,EN,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,False,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,True,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,18-24 years old,Female,Asian / Pacific Islander,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$25,000 to $34,999",No,"Pop,Rock,Hip hop,Jazz,Classical,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50","$0,Less than $25",-2,1,2
2020-10-22 14:52:41,2020-10-22 15:06:50,IP Address,73.160.199.152,100,848,True,2020-10-22 15:06:50,R_1M3ymYHVmgIIsKq,,,,,40.2993011474609375,-73.98909759521484375,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,True,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,False,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$50,000 to $74,999",No,Rock,,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25",2,1,2
2020-10-22 15:12:03,2020-10-22 15:23:30,IP Address,71.187.7.240,100,687,True,2020-10-22 15:23:31,R_3EF2Gp1xAI90vpc,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,True,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,False,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,18-24 years old,Female,"White,Black or African American",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Jazz,Folk,Classical,R&B,EDM",,"Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$25 to $50,$50 to $100",Less than $25,-1,1,2
2020-10-22 17:09:19,2020-10-22 17:34:30,IP Address,107.77.225.215,100,1511,True,2020-10-22 17:34:31,R_3qvYQwZjpo5fZid,,,,,40.849395751953125,-73.90160369873046875,anonymous,EN,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,True,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,True,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Disagree,25-34 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$35,000 to $49,999",Yes,"Pop,Rock,Hip hop,Jazz,Blues,Folk,Heavy metal,Musical theater,Classical,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50","$0,Less than $25,$25 to $50",-1,2,2
2020-10-22 19:41:21,2020-10-22 19:46:33,IP Address,74.105.117.244,100,312,True,2020-10-22 19:46:34,R_3isrM28LKSbt1FA,,,,,40.8805999755859375,-74.145599365234375,anonymous,EN,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Agree,Strongly Disagree,False,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,True,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,18-24 years old,Female,Hispanic or Latino,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Hip hop,Musical theater,R&B",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500,More than $500",$0,$25 to $50,2,2,2
2020-10-15 21:50:39,2020-10-15 21:51:36,IP Address,67.81.110.207,12,56,False,2020-10-22 21:52:02,R_30hI8xsq1cNvHOr,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-22 22:50:18,2020-10-22 23:01:24,IP Address,71.187.7.240,100,665,True,2020-10-22 23:01:25,R_3MQCFbNWvW8vad2,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,False,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,False,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,18-24 years old,Female,"White,Black or African American",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,R&B",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25",$0,-2,2,2
2020-10-23 06:59:36,2020-10-23 07:08:07,IP Address,100.8.215.10,100,510,True,2020-10-23 07:08:08,R_wXFSZeHoBGOddmN,,,,,40.742401123046875,-74.032501220703125,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,False,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,True,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,25-34 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$50,000 to $74,999",No,"Pop,Rock,Hip hop,Country,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25","$0,Less than $25,$25 to $50",1,0,2
2020-10-23 08:43:01,2020-10-23 08:51:43,IP Address,149.151.81.75,100,522,True,2020-10-23 08:51:44,R_3RjDOQfoi3uJc3g,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Agree,False,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,False,Somewhat Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Musical theater,Classical,Other",Choral music,"$0,Less than $25,$25 to $50,$50 to $100",$0,$0,1,2,2
2020-10-16 09:53:40,2020-10-16 11:34:38,IP Address,98.15.232.250,20,6057,False,2020-10-23 11:34:57,R_27NGciAVajV9zno,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23 12:22:44,2020-10-23 12:41:29,IP Address,68.129.91.93,100,1125,True,2020-10-23 12:41:30,R_1DNqnoLdPiu80qy,,,,,41.0991058349609375,-74.00800323486328125,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,False,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,True,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Heavy metal,R&B,EDM",,"Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500,More than $500","Less than $25,$25 to $50,$50 to $100,$100 to $250","Less than $25,$25 to $50,$50 to $100,$100 to $250",2,1,2
2020-10-23 13:01:26,2020-10-23 13:09:32,IP Address,100.8.192.197,100,486,True,2020-10-23 13:09:33,R_1prmseRzrHPI5KS,,,,,40.8022003173828125,-74.19139862060546875,anonymous,EN,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Disagree,False,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,True,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,25-34 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"Less than $25,000",No,"Rock,Blues,Folk,Heavy metal",,"$0,Less than $25,$25 to $50,$50 to $100",$0,"$0,Less than $25",-1,-1,2
2020-10-16 18:22:05,2020-10-16 18:22:35,IP Address,96.234.115.223,4,30,False,2020-10-23 18:22:51,R_2BamgwunBPT5PLD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-24 11:46:09,2020-10-24 11:51:23,IP Address,50.58.104.37,100,313,True,2020-10-24 11:51:23,R_3sadq85GDdm95fw,,,,,33.808807373046875,-84.28150177001953125,anonymous,EN,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,False,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,True,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Blues,Folk,Classical,Country",,"$0,Less than $25","$0,Less than $25","$0,Less than $25",0,2,2
2020-10-16 09:53:29,2020-10-17 13:12:19,IP Address,149.151.66.109,12,98329,False,2020-10-24 13:12:35,R_2sdMinIiPOsNogT,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-18 12:11:21,2020-10-18 12:14:40,IP Address,174.225.134.57,36,198,False,2020-10-25 12:14:40,R_2Eiqmxh0vuBAnI3,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,False,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16 09:53:19,2020-10-18 13:34:07,IP Address,173.70.38.62,8,186047,False,2020-10-25 13:34:09,R_3HF8jcXz2whpvrz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-25 17:33:45,2020-10-25 17:38:06,IP Address,149.151.67.29,100,260,True,2020-10-25 17:38:06,R_1ob6dBrCXjPZdyM,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,False,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,False,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,18-24 years old,Male,Black or African American,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Hip hop,R&B",,Less than $25,$0,$0,-1,2,2
2020-10-26 08:54:36,2020-10-26 09:06:04,IP Address,71.206.117.160,100,687,True,2020-10-26 09:06:05,R_10CWtclmDEloGWi,,,,,35.931396484375,-86.68669891357421875,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,False,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,False,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,18-24 years old,Female,"White,Hispanic or Latino",,"Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV","Single, never married","$25,000 to $34,999",Yes,"Pop,Rock,Hip hop,Jazz,Blues,Folk,Heavy metal,Classical,Country,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50","$0,Less than $25",2,-1,1
2020-10-21 14:33:03,2020-10-21 14:37:26,IP Address,149.151.78.30,16,262,False,2020-10-28 14:39:57,R_1LCH26uw1HKn5K8,,,,,,,anonymous,EN,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
